gender,age,location,status,username,ethnicity,occupation,description,match_age,children,orientation,religion,smoking,drinking,intent
male,26 y.o.,"Madrid, España",single,tekachi1998,white,Un empleado de una empresa de muebles modernos.,"Soy un joven serio, atlético que busca encontrar una mujer para iniciar una relación seria.",from 19 to 50,no children,Straight,Other,non-smoker,never,Serious Relationship
female,44 y.o.,"Barranquilla, Atlántico, Colombia",single,Danyluz,hispanic,-,-,from 44 to 52,no children,Straight,Christian,non-smoker,never,Friendship
male,31 y.o.,"Bogotá, Colombia",single,Dmx45,hispanic,Cocinero en cargado,Soy una persona trabajadora. Divertida y me gusta mucho compartir leer y el ciclismo.,from 26 to 40,no children,Straight,Christian,non-smoker,social drinker,"Friendship, Serious Relationship"
male,27 y.o.,"Spokane, WA, USA",single,Hauk,white,-,-,from 19 to 86,no children,Straight,Other,social smoker,social drinker,Fun
male,58 y.o.,"Getafe, Madrid, España",divorced,olcapa,hispanic,chofer,"Soy un hombre serio y responsable, leal, sensible, que se escuchar, que habla solo con la verdad y no le gustan las mentiras.
Creo en un unico Dios, creador de los cielos y la tierra y en su hijo unigenito Jesucristo, a través de quien podemos llegar a obtener la salvación de nuestra alma y ser",from 48 to 55,more than 2 living elsewhere,Straight,Christian,non-smoker,never,"Serious Relationship, Marriage"
male,51 y.o.,"Cagua 2122, Aragua, Venezuela",single,AlbertoMiranda,white,Corredor de Seguros,-,from 19 to 55,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,Serious Relationship
male,35 y.o.,"Porto, Portugal",single,ivo_alexx,white,Software developer,"I'm kind, romantic, handsome and tall.
I speak english, portuguese, spanish and french.
I'd like to find a girlfriend to be my future wife",from 19 to 86,no children,Straight,Other,social smoker,occasional drinker,"Romance, Serious Relationship, Marriage"
male,37 y.o.,"Lima, Perú",single,Calo86,hispanic,Diseñador gráfico,-,from 34 to 45,no children,Straight,Other,non-smoker,never,Romance
male,57 y.o.,"08261 Cardona, Barcelona, España",divorced,montosky,white,operario empresa metal,-,from 30 to 45,don't want children,Straight,Spiritual,non-smoker,never,Serious Relationship
female,62 y.o.,"Memphis, TN, USA",widowed,Debra61,white,Scheduler,-,from 46 to 62,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,Serious Relationship
male,34 y.o.,"Bogotá, Colombia",single,Cesar112233,white,-,-,from 25 to 35,no children,Straight,Christian,light smoker,never,"Romance, Serious Relationship"
female,38 y.o.,"Yopal, Casanare, Colombia",single,Ksandra,hispanic,Líder de negocios,"Mujer madura, amable, dulce y trabajadora",from 30 to 60,no children,Straight,Christian,non-smoker,occasional drinker,"Serious Relationship, Marriage"
male,45 y.o.,"Guayana City, Bolívar, Venezuela",single,REYNALDO2301,hispanic,emprendedor,-,from 19 to 60,want children,Straight,Other,non-smoker,occasional drinker,Serious Relationship
male,44 y.o.,"Cartagena, Cartagena Province, Bolivar, Colombia",single,Guido1980,hispanic,-,-,from 35 to 40,want children,Straight,Christian,non-smoker,social drinker,Serious Relationship
male,35 y.o.,"Seattle, WA, USA",single,Jeff420,white,Investment,-,from 19 to 86,no children,Straight,Other,social smoker,social drinker,Fun
male,48 y.o.,"5126 Gilze, Netherlands",divorced,Raffa,white,catering,chico español en Eindhoven busca conocer a chica para relacion seria,from 39 to 55,1-2 living elsewhere,Straight,Spiritual,light smoker,social drinker,"Romance, Serious Relationship"
male,51 y.o.,"Ciego de Ávila, Cuba",single,Iriamvn72,mixed,-,-,from 25 to 45,no children,Straight,Other,non-smoker,social drinker,Serious Relationship
male,54 y.o.,"San Salvador, El Salvador",single,DARIOMAR,hispanic,-,-,from 19 to 60,no children,Straight,Spiritual,non-smoker,social drinker,"Friendship, Romance, Serious Relationship, Marriage"
female,54 y.o.,"Tenerife, Santa Cruz de Tenerife, Spain",separated,Nataly1969,white,cosmetology,"I know I'm good at myself, but I'd like you to appreciate my soul
I want to remain a mystery so as not to write platitudes out of the desire to get married as soon as possible. I'd rather wait for a man for whom our acquaintance will be good luck, and our family will become a small home fortress",from 45 to 60,1-2 living with me,Straight,Christian,non-smoker,social drinker,Serious Relationship
male,44 y.o.,"Tegucigalpa, Honduras",single,Tavito19,white,-,Soy un hombre honesto trabajador sincero en busca de algo realmente serio en espera se de esa oportunidad,from 25 to 50,more than 2 living elsewhere,Straight,Christian,non-smoker,social drinker,Serious Relationship
male,44 y.o.,"Mexico City, CDMX, Mexico",single,junior2113,hispanic,sales,-,from 19 to 86,no children,Straight,Other,social smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship"
male,41 y.o.,"Madrid, Spain",single,skunk,hispanic,médico,-,from 19 to 86,no children,Straight,Atheist,social smoker,social drinker,"Friendship, Romance, Serious Relationship"
male,46 y.o.,"Barinas 5201, Barinas, Venezuela",separated,Suniaga,hispanic,Comerciante,-,from 20 to 40,more than 2 living with me,Straight,Christian,non-smoker,social drinker,Friendship
male,28 y.o.,"Valladolid, España",single,Luisangelayll,white,-,-,from 19 to 36,want children,Straight,Atheist,social smoker,never,"Friendship, Romance, Serious Relationship"
male,33 y.o.,"Santiago, Región Metropolitana, Chile",single,Rams1715,white,-,-,from 19 to 86,no children,Straight,Christian,non-smoker,social drinker,"Friendship, Romance, Serious Relationship"
female,49 y.o.,"17600 Figueres, Girona, España",single,Carolarg3,hispanic,English teacher,"LOVE: art, cooking, nature walking at the beach, Sun, rain, Netflix, cinema, painting, traveling, languages and so on. Looking forward to meet someone interesting",from 40 to 56,1-2 living with me,Straight,Atheist,non-smoker,social drinker,Serious Relationship
male,31 y.o.,"Panama City, Panamá Province, Panama",single,Ricardopty507,mixed,-,-,from 27 to 51,no children,Straight,Christian,non-smoker,occasional drinker,Serious Relationship
male,35 y.o.,"Guayaquil, Ecuador",in relationship,Pepejose,hispanic,-,-,from 19 to 86,don't want children,Straight,Other,non-smoker,occasional drinker,"Fun, Friendship"
male,35 y.o.,"Cumaná, Sucre, Venezuela",single,Luismejias989,hispanic,Seguridad farmaceutica,-,from 25 to 50,1-2 living elsewhere,Straight,Other,non-smoker,occasional drinker,Romance
male,53 y.o.,"San Francisco, California, EE. UU.",single,Dotado69,hispanic,Cocinero,-,from 19 to 86,no children,Straight,Spiritual,non-smoker,never,"Friendship, Romance, Serious Relationship, Marriage"
female,40 y.o.,"Montevideo, Departamento de Montevideo, Uruguay",divorced,Elena40,asian,Abogada,-,from 38 to 76,1-2 living with me,Straight,Christian,non-smoker,never,Serious Relationship
female,21 y.o.,"Chiclana de la Frontera, Cádiz, España",single,Garadz,white,Auxiliar administrativa,-,from 21 to 42,no children,Straight,Christian,light smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship"
male,31 y.o.,"Bogotá, Colombia",single,tattam,white,-,-,from 25 to 50,no children,Straight,Other,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship"
male,56 y.o.,"Barranquitas, Puerto Rico",in relationship,Azulreal,hispanic,Gobierno,-,from 45 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,"Fun, Friendship"
male,47 y.o.,"Genoa, Metropolitan City of Genoa, Italy",single,Zetot,hispanic,-,-,from 30 to 40,1-2 living elsewhere,Straight,Christian,social smoker,occasional drinker,"Romance, Serious Relationship, Marriage"
male,26 y.o.,"Managua, Nicaragua",single,Mendieta,hispanic,Auxiliar,Me considero muy divertido atento un poco celoso muy detallista romántico un poco atrevido amo salir ah lugares turísticos,from 19 to 86,no children,Straight,Other,social smoker,never,Serious Relationship
female,45 y.o.,"Coventry, UK",single,morena23,black,Administrator,-,from 19 to 86,no children,Straight,Christian,non-smoker,social drinker,Friendship
female,53 y.o.,"Chiclayo, Perú",divorced,yuyita,white,-,-,from 48 to 55,1-2 living with me,Straight,Other,non-smoker,occasional drinker,"Friendship, Serious Relationship, Marriage"
female,43 y.o.,"Allentown, PA, USA",single,Marieclarise,mixed,Travel Agent,Love to travel try new things food etc DANCEHALL music is my heart,from 19 to 86,1-2 living with me,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage"
male,25 y.o.,"Montevideo, Departamento de Montevideo, Uruguay",in relationship,gastonfontes1998,white,-,-,from 24 to 86,no children,Homosexual,Other,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship"
male,49 y.o.,"Kansas City, MO, USA",single,Estumonfetiche,white,Management,-,from 30 to 55,don't want children,Straight,Spiritual,social smoker,social drinker,"Fun, Friendship, Romance"
male,50 y.o.,"Lenexa, KS, USA",divorced,Darin,white,-,-,from 30 to 55,1-2 living elsewhere,Straight,Other,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship"
male,39 y.o.,"Fort Lauderdale, Florida, EE. UU.",single,Pana2506,mixed,IT Manager,-,from 28 to 42,1-2 living with me,Straight,Christian,social smoker,social drinker,"Romance, Serious Relationship, Marriage"
male,26 y.o.,"San Salvador, El Salvador",single,Gerson9973,hispanic,-,-,from 19 to 24,no children,Straight,Christian,non-smoker,occasional drinker,"Romance, Serious Relationship"
male,37 y.o.,"Cape Town, South Africa",single,tabegenus,black,Plumber,Am a cool loving an caring guy with sense of honour.,from 25 to 86,no children,Straight,Christian,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship, Marriage"
male,50 y.o.,"Paris, France",divorced,freil,mixed,-,-,from 19 to 86,1-2 living with me,Straight,Muslim,non-smoker,never,Marriage
female,45 y.o.,"Bridgetown, Barbados",single,SannyP,black,-,-,from 40 to 52,no children,Straight,Christian,non-smoker,social drinker,"Romance, Serious Relationship, Marriage"
male,33 y.o.,"Plainfield, NJ, USA",single,Santossen,hispanic,Emprendedor,-,from 19 to 86,no children,Bisexual,Spiritual,non-smoker,social drinker,Romance
female,52 y.o.,"Cartagena de Indias, Provincia de Cartagena, Bolívar, Colombia",separated,Mafaldadas,hispanic,-,-,from 50 to 55,more than 2 living elsewhere,Straight,Christian,non-smoker,social drinker,Serious Relationship
male,31 y.o.,"Tegucigalpa, Honduras",single,JOSUA504,hispanic,-,-,from 19 to 86,want children,Bisexual,Christian,non-smoker,social drinker,Serious Relationship
male,33 y.o.,"Gostivar, North Macedonia",single,Teti9,white,-,-,from 19 to 55,no children,Straight,Muslim,light smoker,never,Friendship
male,39 y.o.,"Santa Cruz de la Sierra, Bolivia",single,Waky,white,-,-,from 20 to 27,want children,Straight,Other,non-smoker,occasional drinker,"Friendship, Serious Relationship"
female,27 y.o.,"Medellín, Antioquia, Colombia",single,Angeles28,hispanic,Vendedora,"Soy una persona agradable busco un relación seria, conocer una buena persona, fiel y agradable, con buenos sentimientos",from 30 to 80,1-2 living with me,Straight,Christian,non-smoker,never,"Serious Relationship, Marriage"
male,51 y.o.,"Tenerife, Santa Cruz de Tenerife, España",divorced,4444ale,white,Cosinero,-,from 37 to 55,more than 2 living elsewhere,Straight,Christian,social smoker,social drinker,Serious Relationship
male,52 y.o.,"La Paz, Bolivia",single,Fernando2022,white,Abogado,"Me encanta el teatro y la literatura, soy abogado de profesión y trabajo en una empresa constructora de edificios, soy soltero, sin hijos, yo gusto de la vida al aire libre y adoro viajar.
Yo soy alegre y divertido, y también muy positivo y optimista. Estimo que lo más significativo en una pareja es la fidelidad y la cooperación mutua, el resto se puede ir construyendo con el tiempo.",from 25 to 40,no children,Straight,Spiritual,non-smoker,never,"Serious Relationship, Marriage"
male,51 y.o.,Poland,single,Adams50,white,Pilot,-,from 45 to 86,1-2 living with me,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage"
male,48 y.o.,"Reus, Tarragona, España",separated,Soltero75,white,Operario,"Soy una persona seria, sincera, fiel, me gusta salir a tomar algo a cenar al cine a pasear me gusta el campo. Y busco una compañera de vida, para envejecer juntos",from 40 to 50,1-2 living elsewhere,Straight,Atheist,chain smoker,social drinker,"Serious Relationship, Marriage"
male,25 y.o.,"Metepec, Méx., México",single,Daniel981010,white,Tecnico,-,from 19 to 50,no children,Straight,Other,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship"
male,47 y.o.,"Greensboro, NC, USA",married,Cute4you77,white,Construction management,"I am easy going, Hard working, enjoy life",from 35 to 55,more than 2 living elsewhere,Straight,Other,non-smoker,social drinker,"Fun, Romance"
male,30 y.o.,"Fort Dodge, IA 50501, USA",single,jeremywildt13,white,Courtesy clerk at Fareway,My name is Jeremy i am 29 years old im looking for a serious relationship i love hanging out with friends listening to music going for walks,from 29 to 30,no children,Straight,Spiritual,non-smoker,never,Romance
female,44 y.o.,"Nueva Esparta, Venezuela",single,Janelle,white,Law,-,from 43 to 55,1-2 living with me,Straight,Christian,non-smoker,social drinker,"Friendship, Romance, Serious Relationship, Marriage"
female,43 y.o.,"Medellín, Antioquia, Colombia",single,Villamil11,hispanic,-,-,from 28 to 86,want children,Straight,Spiritual,non-smoker,occasional drinker,"Romance, Marriage"
male,32 y.o.,"Springville, UT, USA",divorced,R1717,hispanic,-,-,from 19 to 86,1-2 living elsewhere,Straight,Other,chain smoker,occasional drinker,Fun
male,54 y.o.,"Ciudad Juárez, Chihuahua, Mexico",divorced,Larry1969,white,Cook,-,from 19 to 86,no children,Straight,Other,light smoker,never,Serious Relationship
female,53 y.o.,"San Rafael Abajo, San José, Desamparados, Costa Rica",divorced,camila231,hispanic,Empleada doméstica,Mujer humilde de buenos principios cariñosa y con deseos de superación,from 19 to 86,1-2 living with me,Straight,Other,non-smoker,never,Serious Relationship
male,29 y.o.,"Sonsonate, El Salvador",single,Aztor,hispanic,Psicologo,-,from 19 to 19,no children,Straight,Other,non-smoker,social drinker,Serious Relationship
male,26 y.o.,"Guadalajara, Jal., México",single,Iancurt98,hispanic,Ing.mecatronico,"Tengo 26 años ,soy un chico que le encanta la aventura y los paisajes,me encanta viajar ,sobre todo conocer gente nueva y linda ,soy un chico bastante romántico y apasionado, soy muy enfocado en mi personalidad y en mi trabajo ,me gusta mucho hablar con la verdad,practico MMA ,toco guitarra,piano y violín",from 19 to 86,no children,Straight,Other,non-smoker,social drinker,Serious Relationship
male,27 y.o.,"Houston, Texas, EE. UU.",single,Yester,hispanic,-,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,Marriage
female,51 y.o.,"Cali, Valle del Cauca, Colombia",widowed,Natalua,hispanic,-,-,from 50 to 60,1-2 living elsewhere,Straight,Christian,non-smoker,never,Serious Relationship
male,40 y.o.,"Oldham District, UK",single,JOSE328,hispanic,IT SUPPORT,-,from 28 to 38,no children,Straight,Christian,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship"
male,41 y.o.,"Findlay Ave, Edinburgh EH7 6EY, UK",separated,heid83,white,sales assistant,-,from 30 to 45,no children,Straight,Atheist,light smoker,occasional drinker,"Fun, Romance, Serious Relationship"
male,43 y.o.,"Valencia, Carabobo, Venezuela",single,Moises42,hispanic,Transportista,-,from 19 to 70,no children,Straight,Christian,non-smoker,never,Friendship
male,35 y.o.,"Nueva Esparta, Venezuela",single,Jesdague,hispanic,Policia,"Sincero, amoroso,divertido, maduro,enfocado,trabajador..",from 40 to 55,1-2 living with me,Straight,Other,light smoker,occasional drinker,Marriage
male,35 y.o.,"Burgos, España",single,Ken87,mixed,-,-,from 19 to 86,want children,Straight,Christian,light smoker,never,Fun
