,gender,age,location,status,username,ethnicity,occupation,description,match_age,children,orientation,religion,smoking,drinking,intent,AFGHANISTAN
4344,female,56 y.o.,"Nutley, NJ, USA",single,oldfashionedlove,white,occupational therapy practitioner,"Hi...age 40-60 Caucasion Please no young kids. Did you ever wonder whatever happened to old- fashioned love? The kind that would see you through. The kind of love like our grandparents knew? If you ever asked that question then we are like-minded. I believe that men and women were created equally valuable but purposely different. I am dignified, feminine, and men have told me that I am very sweet. In today's day and age I have morals and I am seeking someone who has the same. Therefore I am seeking a HONORABLE, KINDHEARTED, MATURE and COMPASSIONATE gentleman. I would like to meet a Christian. I also have a great family I am fortunate for the life I have and the people who are part of it. I like traditional men who are able to stand strong despite what modern society tells them. So for the first time I thought I would use modern technology for good. So I threw away my checklist. I just haven't met you yet. Or maybe we did meet on a train, plane, on vacation etc. I simply have no idea. Or its a possibility that we missed each other somewhere in time. So since I have no idea where you are I thought I would leave it up to God for you to find me. Since I know we are very rare and quite difficult to fine I am open to relocation for the right person.",from 45 to 60,no children,Straight,Christian,non-smoker,social drinker,"Serious Relationship, Marriage",USA
4352,male,32 y.o.,"Denver, CO, USA",single,Antrax91,hispanic,-,-,from 25 to 38,no children,Straight,Other,non-smoker,never,"Fun, Romance",USA
4358,male,45 y.o.,"Manchester, NH, USA",single,josepm100,hispanic,empleado en restaurante,-,from 30 to 50,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,Friendship,USA
4359,male,29 y.o.,"Fort Lee, NJ 07024, USA",single,JeffDFromNJ,hispanic,"Photographer (Hobby), Writer","Enjoys living with classic intentions, and to seek the pleasures in life others have gratitude in. Lover of museums, hobby photography (mostly animals/scenery, food, seldom people), food (I?€?m a guilty ?€?foodie?€?), and the outdoors. Detests: smoking, disrespectful people, and greed.",from 19 to 86,no children,Straight,Atheist,non-smoker,never,Friendship,USA
4363,female,50 y.o.,"Myrtle Beach, SC, USA",separated,donak,white,Management,-,from 35 to 57,no children,Straight,Christian,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship",USA
4366,male,50 y.o.,"Nashville, TN, USA",divorced,bbbmmmaaaa,white,-,-,from 19 to 86,more than 2 living with me,Straight,Christian,non-smoker,social drinker,Serious Relationship,USA
4367,female,51 y.o.,"Antioch, CA, USA",widowed,Homegirl,native american,-,-,from 45 to 86,no children,Straight,Other,non-smoker,never,Friendship,USA
4369,female,55 y.o.,"Chicago, IL, USA",single,Newyear2018,black,-,-,from 19 to 86,don't want children,Straight,Other,social smoker,social drinker,Serious Relationship,USA
4373,male,24 y.o.,"Akron, OH, USA",single,JerryLDotsonJr,white,-,Hi my name is Jerry Lee Dotson Jr I'm 19. I love to watch sports im a Steelers Pirates Penguins Cavs Indians fan.,from 19 to 22,want children,Straight,Other,non-smoker,social drinker,Serious Relationship,USA
4375,male,-,"Richmond, TX, USA",-,cesarm23,-,-,-,from 19 to 86,-,-,-,-,-,"Friendship, Romance, Serious Relationship",USA
4377,male,37 y.o.,"Buffalo, NY, USA",single,justin014,white,-,-,from 19 to 86,no children,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance",USA
4401,male,72 y.o.,"New Port Richey, FL, USA",divorced,Phoenix,mixed,Retired,"I am retired, independent, enjoy doing stuff around the house,gardening,travelling, love the beach. Looking for a friend first.",from 60 to 86,no children,Straight,Other,non-smoker,social drinker,"Fun, Friendship",USA
4403,male,71 y.o.,"Evansville, IN, USA",widowed,Fiveaces,white,Operator,"I cook, I bake, I write. I just finished my third book. Two weeks ago I submitted the first twenty pages to a library agent for consideration of representation. I baby sit my twin eleven year old nieces about three days a week. They mostly spend their time in the pool. I just took target shooting. That's something I really like.",from 40 to 64,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,Marriage,USA
4410,male,67 y.o.,"Des Moines, IA, USA",divorced,frankt23,white,-,-,from 19 to 86,more than 2 living with me,Straight,Other,non-smoker,social drinker,"Fun, Friendship, Serious Relationship",USA
4419,male,70 y.o.,"Rochester, NY, USA",single,aloa,white,-,-,from 19 to 40,no children,Homosexual,Other,non-smoker,social drinker,"Fun, Friendship, Romance",USA
4420,female,24 y.o.,"Morrilton, AR 72110, USA",single,ArimaTsuki,mixed,Student,-,from 19 to 86,no children,Bisexual,Other,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship, Marriage",USA
4425,female,73 y.o.,"Marion, NC 28752, USA",divorced,bettyr23,white,-,-,from 65 to 75,more than 2 living elsewhere,Straight,Christian,non-smoker,social drinker,"Serious Relationship, Marriage",USA
4433,male,53 y.o.,"Little Rock, AR, USA",divorced,Mr_Scott,white,Veterinary Technician,-,from 40 to 50,no children,Straight,Buddhist,non-smoker,occasional drinker,Serious Relationship,USA
4439,male,-,"Williamsburg, VA, USA",-,orlandoe,-,-,-,from 19 to 86,-,-,-,-,-,"Friendship, Romance, Serious Relationship",USA
4442,male,61 y.o.,"Foxborough, MA, USA",single,Bass,white,-,-,from 40 to 55,no children,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship",USA
4446,female,71 y.o.,"Jackson, MS, USA",single,Countrygurl,native american,Retired,-,from 19 to 86,more than 2 living elsewhere,Straight,Christian,non-smoker,social drinker,Serious Relationship,USA
4447,male,41 y.o.,"Naples, NY 14512, USA",separated,Lujitsu585,white,Turbine Technican,"I love spending time with my 3 daughters,and family! I am a MMA fighter and I love too work out.",from 30 to 41,1-2 living with me,Straight,Christian,non-smoker,never,"Fun, Romance, Serious Relationship, Marriage",USA
4454,male,32 y.o.,"Savannah, GA, USA",single,Javi646,white,-,-,from 19 to 86,no children,Homosexual,Christian,social smoker,social drinker,"Fun, Romance, Serious Relationship, Marriage",USA
4456,male,43 y.o.,"Colorado Springs, CO, USA",divorced,Aadam4fun,white,Scafolding,I am a good humored single father hard working looking for love,from 19 to 86,1-2 living with me,Straight,Christian,light smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",USA
4457,male,31 y.o.,"Columbus, NE 68601, USA",single,Andy1212,hispanic,-,-,from 19 to 38,no children,Straight,Atheist,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship, Marriage",USA
4468,male,61 y.o.,"Carrizo Springs, TX 78834, USA",divorced,kevinz2,white,-,-,from 35 to 60,no children,Straight,Christian,chain smoker,never,"Fun, Friendship, Romance, Serious Relationship",USA
4474,male,55 y.o.,"Lansing, MI, USA",divorced,7daniel7,white,-,-,from 21 to 35,no children,Straight,Christian,light smoker,occasional drinker,Serious Relationship,USA
4475,female,50 y.o.,"Buena Park, CA, USA",divorced,ghislainec,white,-,-,from 35 to 49,1-2 living elsewhere,Straight,Other,non-smoker,social drinker,Marriage,USA
4484,male,43 y.o.,"Milan, IL, USA",single,BSA1981,white,SSA,-,from 30 to 45,no children,Straight,Atheist,social smoker,occasional drinker,"Romance, Serious Relationship",USA
4486,female,57 y.o.,"Frederick, MD, USA",single,Faith,asian,-,"I like out doors. Love do Zumba. I like cook, do yard work.",from 48 to 58,don't want children,Straight,Other,non-smoker,never,"Friendship, Romance, Serious Relationship, Marriage",USA
4487,male,43 y.o.,"New Philadelphia, OH 44663, USA",single,amcroja,white,-,-,from 30 to 86,want children,Straight,Christian,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship, Marriage",USA
4489,male,70 y.o.,"Cleveland, OH, USA",divorced,lowflyer,white,Information Tech,-,from 19 to 86,no children,Straight,Spiritual,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship, Marriage",USA
4509,female,52 y.o.,"Bear, DE, USA",single,cmf19701,white,Retail Management and Sales,-,from 35 to 54,no children,Straight,Christian,non-smoker,social drinker,"Friendship, Romance, Serious Relationship, Marriage",USA
4534,male,47 y.o.,"Baton Rouge, LA, USA",divorced,kirkjeane,white,Safety,I love adventure and exploring new people and places. I am carefree and love to enjoy the moment. I especially love watching and playing sports.. there will never be any full moments if I am around,from 19 to 86,want children,Straight,Christian,non-smoker,social drinker,Romance,USA
4536,male,45 y.o.,"Dunlap, TN 37327, USA",separated,Looking4real78,white,-,"I'm a Virgo,39 year's old, going through a divorce and I am looking for someone to Meet and spend some time with. I don't mind if you have children and friends first is a must.",from 19 to 86,no children,Straight,Other,light smoker,social drinker,"Fun, Friendship, Romance",USA
4544,male,34 y.o.,"Tampa, FL, USA",single,Mike89,hispanic,Driver,-,from 20 to 35,1-2 living with me,Straight,Christian,non-smoker,social drinker,"Romance, Serious Relationship, Marriage",USA
4551,male,39 y.o.,"New London, NH, USA",single,Falatoe,white,Company owner,"Good looking men 6ft 200lb in good shape , clean and if you wanna know more just contact me :p",from 19 to 86,no children,Straight,Christian,non-smoker,social drinker,"Fun, Friendship",USA
4555,male,63 y.o.,"San Francisco, CA, USA",single,76yjvffff,white,Legal,-,from 19 to 86,1-2 living with me,Straight,Spiritual,non-smoker,social drinker,Serious Relationship,USA
4570,female,49 y.o.,"Honolulu, HI, USA",single,maggieg,native american,-,-,from 45 to 86,1-2 living with me,Straight,Atheist,non-smoker,never,"Serious Relationship, Marriage",USA
4572,female,63 y.o.,"Oshkosh, WI, USA",widowed,irishladyx3,white,Retired,-,from 19 to 86,more than 2 living elsewhere,Straight,Christian,non-smoker,social drinker,Serious Relationship,USA
4579,male,31 y.o.,"Fort Lauderdale, FL, USA",single,DNP18,hispanic,-,-,from 19 to 50,no children,Straight,Christian,light smoker,social drinker,"Fun, Friendship, Romance",USA
4582,female,41 y.o.,"Kuna, ID, USA",divorced,HawaiiLVR007,white,housekeeping,-,from 35 to 45,1-2 living with me,Straight,Christian,non-smoker,never,"Romance, Serious Relationship, Marriage",USA
4584,male,-,"New York, NY, USA",-,jaimes23,-,-,-,from 19 to 86,-,-,-,-,-,"Friendship, Romance, Serious Relationship",USA
4589,male,45 y.o.,"Clarksburg, WV, USA",single,Desisman2013,white,Oilfield,-,from 25 to 40,more than 2 living elsewhere,Straight,Christian,light smoker,never,"Serious Relationship, Marriage",USA
4593,male,44 y.o.,"Pasco, WA 99301, USA",separated,54321,white,-,-,from 19 to 86,1-2 living elsewhere,Straight,Christian,light smoker,social drinker,"Fun, Friendship, Romance",USA
4597,male,36 y.o.,"Hill AFB, UT 84056, USA",separated,Phillip87,white,Mechanic,-,from 19 to 35,1-2 living with me,Straight,Other,non-smoker,social drinker,"Fun, Friendship, Romance",USA
4608,female,-,"New Orleans, LA, USA",-,pgp,-,-,-,from 19 to 86,-,-,-,-,-,"Friendship, Romance, Serious Relationship",USA
4609,female,43 y.o.,"Lynn, MA, USA",separated,jessicam234,hispanic,-,-,from 19 to 86,no children,Straight,Christian,light smoker,social drinker,"Romance, Serious Relationship",USA
4610,male,57 y.o.,"Valatie, NY 12184, USA",single,brianm04,white,self employed,"animal and heavy metal lover, tennis player...PAGAN!",from 19 to 44,no children,Straight,Spiritual,non-smoker,never,Fun,USA
4618,male,48 y.o.,"Miami, FL, USA",divorced,CherokeeDawn7,black,RETIRED,HONEST-TRUTHFUL-HUMOROUS -THOUGHTFUL-SINCERE-NOT INTO PLAYING ANY MIND-GAMES EVVER !,from 35 to 55,1-2 living with me,Straight,Other,non-smoker,never,Romance,USA
4621,male,38 y.o.,"Marion, VA 24354, USA",single,adamp,white,-,-,from 19 to 40,no children,Straight,Christian,light smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship",USA
4625,female,60 y.o.,"Rockville, MD, USA",divorced,irenec,white,-,-,from 40 to 64,more than 2 living elsewhere,Straight,Spiritual,social smoker,social drinker,"Romance, Serious Relationship",USA
4627,male,56 y.o.,"Philadelphia, PA, USA",single,rickm23456,white,-,-,from 19 to 35,1-2 living elsewhere,Straight,Atheist,non-smoker,occasional drinker,"Romance, Serious Relationship, Marriage",USA
4630,male,67 y.o.,"Tucson, AZ, USA",divorced,class10,white,machinest,-,from 40 to 60,1-2 living elsewhere,Straight,Christian,social smoker,social drinker,Serious Relationship,USA
4639,male,56 y.o.,"Blaine, WA, USA",divorced,Lonely50,white,Disabled,"Lonely 50 yr old disabled vet who enjoys football and hockey, as well as walks on the beach and cuddling up to a good movie.",from 30 to 49,more than 2 living elsewhere,Straight,Other,light smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship",USA
4642,female,59 y.o.,"Charlottesville, VA, USA",single,norae,white,-,-,from 49 to 58,no children,Straight,Christian,non-smoker,occasional drinker,Serious Relationship,USA
4643,female,48 y.o.,"Burlington, IA, USA",married,Beckj,white,Shop manager,"Married,I'm just looking for friends have a 17 yr old son",from 30 to 50,1-2 living with me,Straight,Spiritual,non-smoker,never,Friendship,USA
4650,female,52 y.o.,"Miami, FL, USA",divorced,Leonor007,hispanic,Self-employed,-,from 45 to 50,1-2 living with me,Straight,Other,non-smoker,social drinker,"Friendship, Romance, Serious Relationship",USA
4651,male,34 y.o.,"Irving, TX, USA",single,hugob,hispanic,-,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,Romance,USA
4653,male,-,"Connersville, IN 47331, USA",-,ganzof,-,-,-,from 19 to 86,-,-,-,-,-,"Friendship, Romance, Serious Relationship",USA
4663,female,50 y.o.,"Everett, WA, USA",single,Calixta6873,white,-,Overweight women seeking sub woman for spanking,from 19 to 53,1-2 living with me,Bisexual,Spiritual,non-smoker,social drinker,Fun,USA
4685,male,35 y.o.,"Brooklyn, NY, USA",divorced,pepes,native american,-,-,from 21 to 45,1-2 living elsewhere,Straight,Christian,social smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",USA
4687,female,80 y.o.,"Elko, NV 89801, USA",divorced,mariank,white,-,-,from 22 to 70,more than 2 living elsewhere,Straight,Christian,non-smoker,never,Friendship,USA
4689,male,39 y.o.,"Buffalo, NY 14209, USA",single,moisesf,hispanic,-,-,from 19 to 86,1-2 living elsewhere,Straight,Christian,social smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship",USA
4690,female,90 y.o.,"Terryville, Plymouth, CT, USA",widowed,peggyr,white,-,-,from 19 to 86,1-2 living elsewhere,Straight,Atheist,social smoker,social drinker,Friendship,USA
4694,male,55 y.o.,"Gonzales, LA 70737, USA",widowed,Buckeyeman,black,Business Management,"1 am a father of 2 adult children who live out of State as well as a grandson who is 5. I love going to the gym, just about anything outdoors, and travelling. I am very happy type of person who likes to find that thing that makes a person smile and open up.",from 37 to 55,1-2 living elsewhere,Straight,Christian,light smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship",USA
4695,male,65 y.o.,"Bridgeport, CT, USA",divorced,justincase,white,Retired,-,from 50 to 65,more than 2 living elsewhere,Straight,Other,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship",USA
4696,male,-,"Norwalk, CT, USA",-,joelz2,-,-,-,from 19 to 86,-,-,-,-,-,"Friendship, Romance, Serious Relationship",USA
4697,male,43 y.o.,"New York, NY, USA",single,andrew80,hispanic,software developer,"I may not be a supermodel, but at least I smell nice... well, that's what my grandma tells me! 

When I'm not busy saving the world or just ?€?being awesome', I spend my time working as a Software developer is one of my greatest passions in life 

On my days off, you'll either find me at the Gym or mount biking Love outdoors ah by the way I love dogs",from 19 to 60,no children,Straight,Christian,non-smoker,social drinker,"Friendship, Romance, Serious Relationship",USA
4705,female,-,"Cardington, OH 43315, USA",-,deba,-,-,-,from 19 to 86,-,-,-,-,-,"Friendship, Romance, Serious Relationship",USA
4713,male,54 y.o.,"Nutley, NJ, USA",single,4datemore,asian,Consultant,-,from 19 to 86,no children,Straight,Spiritual,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship, Marriage",USA
4714,male,66 y.o.,"Cambridge, MD 21613, USA",separated,John1957,white,Carpenter,-,from 35 to 52,don't want children,Straight,Spiritual,social smoker,social drinker,"Romance, Serious Relationship, Marriage",USA
