age,location,ethnicity,occupation,status,description,scam,age_group,country
44,"Caracas, Distrito Capital, Venezuela",white,other,divorced,"I like the most beautiful thing that GOD created, nature, I am romantic, peaceful, detail-oriented, I like to listen to people and if it is within my power to help you, I will give good advice. I like theater, I do theater, cooking fascinates me, especially baking. I want to meet a beautiful princess who does not have any type of complications, fun, loving, who is in good and bad times, who supports, faithful, and is the ideal helper and has a vision for the future, who wants to share with me until God helps us. I called.",0,41-50,Venezuela
30,"New York, United States",white,other,widowed,"I am loyal dedicated,hardworking and very friendly.Am Healthy, Educated and very open minded i believe treating people the way i want to be treat my self.Life is good i do not believe in luck.",1,31-40,United States
38,"New York, United States",asian,military,single,i will tell you later i will tell you later i will tell you later i will tell you later i will tell you later i will tell you later i will tell you later i will tell you later i will tell you later,1,31-40,United States
58,"New Ark, New Jersey, United States",white,engineering,widowed,"I am a fun person and make friends easily. I love life, love my family and still have some love to share with a special lady. Life can be lonely without someone…I am a person who is very real when it comes to life and its’ issues. Am honest,kind caring,affectionate,good sense of humor,easy going,free thinker,trustworthy and respect the lives of other people….",1,51-60,United States
53,"Los Angeles or South Carolina, United States",mixed,engineering,widowed,jacklawrence1001@gmail.com,1,51-60,United States
55,"Santiago, Región Metropolitana, Chile",hispanic,sales,single,"I am very affectionate, talkative, and happy.",0,51-60,Chile
26,"Maracaibo, Zulia, Venezuela",hispanic,security,single,"Fun Person I like to have a good time, learn about everything and learn about everything",0,21-30,Venezuela
45,"Stockholm, Sweden",hispanic,cleaner,single,"I am a very hard-working woman, I have always been very independent, respectful, I always like to speak the truth, I don't like being told lies.
I am a very romantic, and very sensual woman.",0,41-50,Sweden
67,"Miami, Florida, United States",native american,medical,divorced,"I am the epitome of a white sheep- growing up I was the weird man with his head in a book. I was a bit of a rebel man in my younger days. Now I’m on the level. I’m a free thinker, I love to learn new things. I do not judge anyone. Music is my life, I also paint as well. I love doing arts and crafts, sports and other things, i like to travel, to meet new peoples and differnce cultures.",1,61-70,United States
41,"Brussels, Belgium",white,teacher,single,"Hi, I'm Lati, I'm looking for a serious relationship through this medium. I'm tired of loneliness. I've never gotten married. I don't have children and I'm willing to travel. I have a tourist visa.",0,41-50,Belgium
43,"Heredia, Costa Rica",hispanic,other,single,"Loving, loyal, committed,",0,41-50,Costa Rica
52,"Jacksonville, Florida, United States",white,medical,divorced,"i am a God fearing and caring, i am a christian and i like sports, i am also fun to be with",1,51-60,United States
53,"London, United Kingdom",native american,military,widowed,"Lovely, romantic, tolerance, respectful, sympathetic",1,51-60,United Kingdom
46,"Los Angeles, California, United States",white,engineering,widowed,"Hi I am very young at heart and don’t look or feel my age. I am fun loving and a very caring person. I love to help others for I am in the healthcare field. I love music, concerts, camping, biking, motorcycling, gardening, puzzles, dancing and just try to live everyday to the fullest",1,41-50,United States
47,"Louisville, KY, USA",white,other,divorced,I’m a 46 yr old single father. I take care of me and my son. I’m active in my church volunteering 2 days a week but I’m no Bible beater. Still a little crazy. I’m a recovering addict with over 16 years clean and out of the life. I’m a family man but a cut lose a couple days a month. I’m a chunky tattoo cover bikerish man. I have a Harley and ride whenever I don’t have my boy. I love long bike trips and I do ride with an association. I’m tired of meeting grown woman that want to act like children. All I hear is they want to run around and have fun. Never thought a woman would break up with a guy because they were too health and good of a man and they want something wilder. Ok. So pls ignore me if you’re not done running.,0,41-50,USA
52,"London, United Kingdom",white,self-employed,divorced,"Easy going, A great sense of humor, Non smoker, Non drinker, Non drugger, Divorced. I enjoy being myself and seeing other people be themselves too. Not driven by money, and believe that what most important in life are the things that we can take with us when we leave. i love cool songs, i love eating fresh fruits and vegetables and enjoy picking blueberries and strawberries when they’re in season.",1,51-60,United Kingdom
